AVf1	AVf2	AVf3	AVm1	AVm2	AVm3	HtVf1	HtVf2	HtVf3	HtVm1	HtVm2	HtVm3
g135	1.14862717915683	0.786202891215069	1.84917158511245	1.96526576358	3.66759295312789	3.26234982298389	0.340004395309069	0.687467837425921	0	0.36645171085695	0.355692797866861	0.187375925930159
g136	73.7997312248355	77.0110343513928	79.5159242899233	14.855973674194	19.5246734982466	18.4722048248664	27.3858757621659	26.7771711667994	36.9995761158461	14.273453464709	16.035172599487	15.9032465760437
g137	0	0	0	0	0	0	0	0	0	0	0	0.0672849915840118
g138	49.8135317634881	50.0468806666936	51.9162034718725	18.0648975891175	14.6593402197906	21.1478202441794	27.5766231555342	21.7776231284928	26.2298759836921	22.5164217893215	31.4716987552599	25.213929179582
g139	109.90622695989	112.49678895035	102.969321911279	23.4264046275988	27.8846145485147	24.6181675235856	37.604486121183	40.5983707029015	56.1879903884533	31.0304437784087	33.8074888972518	34.0359260900179
g140	0.94751568909003	0.8795928878305	1.13671841548153	1.00512551885294	0.947359795915092	1.04282049254919	0.950980501619513	1.5870925765109	0.962895177007156	0.732109089970713	1.13698333653396	1.27277534658196
g141	31.7264930734016	32.4324543490958	34.4141500287034	55.5666215518286	80.955332560204	68.5622936941032	32.7902021117171	34.7466942991456	33.7767653796243	32.4808463513297	46.0019790273456	42.4085364294229
g142	329.488303594483	333.921915681984	331.582806686234	225.109692773991	260.473192459012	234.005332108354	181.008895496012	231.767191956559	253.913056397434	185.840895554007	188.34625271935	185.335263299798
g143	94.7609127470884	99.0052393098475	93.6509340104892	38.3737206350134	40.9514703891202	39.9570902106473	44.274471599234	44.9881004954321	57.5396593407304	49.5007209832672	44.5873530639468	44.9051999802849
g144	63.4540896002352	60.1347428615261	62.2458654466221	36.1417295289049	35.3984783509133	35.6524048653643	26.4847956300068	34.2018755957743	32.6964112585504	46.6022269003528	36.5319958944351	37.4083210722296
g145	17.7211042391973	20.563455350632	15.5018693822988	22.6170220213513	20.3020911219191	25.9031678090131	15.4567989124232	12.0824708934584	12.9705822009593	17.9142477411663	17.6097976565538	13.535800559198
g146	148.737844974513	137.240713369381	146.896888246445	167.208836408517	167.101997977969	168.996599278987	690.217883436624	564.020194976552	516.658726077922	1058.56006142523	955.052304094107	944.117871367828
g147	35.8502602207446	43.2296399702007	36.9247535361824	30.8877717010663	28.4132136514897	23.9624351124864	17.0503982235094	16.1333283127738	20.5137176523219	11.0260002858804	13.4303124133399	10.059728364776
g148	15.0642137650126	17.4122604305939	14.5225125591051	2.10923441014226	3.16734477820132	2.00288426015512	3.01516233290736	4.34221621546663	5.1273715687296	1.95815099031312	3.19472682163026	2.59899346603703
g149	17.6474797093018	15.1415632833679	16.1414014998377	27.5781314235275	29.4273636606125	35.5210730274566	99.920879848736	104.870194094067	77.1003923875016	80.4587889877814	86.7660408692475	100.174906689803
g150	7.85131867139671	5.3838365744445	8.63799760400031	2.53923356836388	4.49940566622991	4.95278821548915	40.7455150436884	43.5241027820799	26.1325122972136	21.8982723593576	21.6000268910224	25.4205213531185
g151	144.454688774832	157.332465705925	168.260612104625	25.5396112306039	32.1384409515789	36.6453638709862	74.0338320510791	94.2504082864325	99.5023206261404	65.8605337337654	64.3878993088569	88.3998630054694
g152	301.823829540902	253.947834972432	262.353164086502	248.10935191487	245.787738145344	245.478749876812	377.539950513722	374.849272805107	348.844917066417	427.532707238271	397.150015303733	446.114902978697
g153	13.8508002232693	11.7800863932032	16.0397953844874	20.0358295640064	23.8057226928831	27.212371624007	72.4779201776992	69.733178470221	64.0797902872456	76.2759511871498	72.9376398352086	80.1743902511389
